tweet,class
Jews living or visiting #Europe feel the need to hide their Judaism due to the rise of #antisemitic violence there.  The violence is largely fueled by the left and #openborders. https://t.co/HEywZHqp1Z,0
"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
900K Views
83K Kikes
50K Cmts 🔥🔥🔥
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",0
"@NYCMayor Assuming you mean the ultra Orthodox community...Also assuming you're aware ultra Orthodox Jews aren't on Twitter... 

What was the point of this tweet? To confirm the deep seeded prejudices against Jews in America, or to confirm you're a complete ignoramus?

Perhaps both.",0
“Fauci or the Jews” is trending because the Washington Post doesn’t use the Oxford comma &amp; gosh Fred there’s a good illustration of why you should use the Oxford comma,0
🐓 SHOCKING!!! #randum The saddest thing about kikes sadly is 100% the fault of (((them))) rawr Fad :( 🐚 #⃣ 🙍 🌠 🚩 💈 🌙 👌 👆 🌳 🐔 🌰,1
"Dear Huz,

When and how did Hebron become off-limits to Jews?",0
"Fuck kikes!!!

Retweet if you agree.",1
"23 January 1943 | A transport of 2,000 Jews deported by the Germans from the ghetto in Grodno arrived at #Auschwitz. SS doctors sent 235 men &amp; 191 women to the camp. 1,574 people were murdered in gas chambers.",0
Israeli Rabbi Calls on American Jews to Return to Israel before Draft Reinstated https://t.co/Pa24c9i79v,0
"Tell it to the kikes, fagola https://t.co/2pwmVvUa8g",1
"Yob who shouted 'dirty Jews' and shoved baby's pram convicted of racist assault

Rancid thug Adam Cassidy, 20, was caught on film calling the Mendelsohn family “dirty Jews” 3 times and then kicking a hoarding towards them on a busy high street last year  https://t.co/LDefkVJaRg",0
🐏   #MAGA The inevitability of kikes today is evidence of the new arnott's shapes ? Bad . 🐨 🚘 🍁 ✋ 🐭 🐅 💘 🐘 👠 🏩 💞 ↔,1
"@the_moviebob SAME White petit bourgeois start openly saying stuff like ""beating to death Niggers and Kikes make my dick hard""

The Real True Left™: ""These are clearly lazy trust fund kids who used mom &amp; dad money to fly first class to that posh, foppish, neo-nazi demonstration""",0
"In 2019, a Jew was murdered at prayer in shul because she was a Jew. Her rabbi had his fingers blown off. Two Jews were killed in a kosher supermarket in an attack targeting 50 Jewish children. Swastikas are everywhere. Frum Jews get beaten up every day. Shame on you, Ambassador.",0
7⃣ Did you know? #TIL The American dream of  kikes heading up in the world is 100% the fault of (((THEM))) rawr FAKE ! 👪 🍐 🌸 👗 🚏 🐡 🌁 💅 ⛺ 💢 🌇,1
"""F**k Kikes"" spray-painted on Los Angeles synagogue Ahavat Shalom in shocking display of antisemitic vandalism.

https://t.co/FtIeCftAxK",0
💒 Share This: #lol The desperate state of kikes (citation needed) is the unfortunate result of the socialist revolution ? Fad :( 🌷 🐳 🐺 🈹 👈 🏭 🌌,1
"Mostly appreciated, especially coming, on that day, from our friends in #India. A country where Jews were always welcome,were never persecuted &amp; never suffered from racism or discrimination. Thank You, India",0
@bowtrip76 @StormIsUponUs You kikes all talk the same way.,1
"🔼 Nowadays, #MAGA The only thing preventing kikes surprisingly will be due to the socialist revolution rawr xd Glad ? 🏀 👉 🙏 💐 💒 🇮🇹 4⃣ 👽 🔣 💚",1
"As I look at the rhetoric in the Jewish community around the violence visible Jews are experiencing, I feel like well meaning (and I'm giving the honest good faith here) people on the right and left are polarizing this issue for their existing view of what Jews need",0
🍂 I bet #MAGA The best thing about kikes in most cases should have been the socialist revolution xD #FAKENEWS ? 🌠 🐃 🇯🇵🇰🇷🇩🇪🇨🇳🇺🇸🇫🇷🇪🇸 💇,1
Would you rather live with kikes or niggers?,1
@loGABRlELinHeLL Os kikes enfiaram no rabo!,0
"@_blaac @DMACalvert @AmeriCANaBear @huntersonprime @PrimeVideo Jews sterilized a bunch of black women in Israel:

https://t.co/rau6DDcXae",1
"@AP Remember how Iran criminalizes homosexuality with death, wants Jews wiped off the map, and kills Americans? It's a damn shame you're showing more reverence toward the ayatollah than an entire side of the aisle in American politics",0
14 January 1902 | Polish Jews Josek Mac was born in Radom. He was a worker. Incarcerated in #Auschwitz on 20 February 1942 (camp no. 22739). He perished in the camp on 15 March 1942 at the age of 40. https://t.co/qsQ2LoKMPZ,0
"@HawgaLicious23 None of my 90s wrestlers are allowed to be kikes, that would wreck my childhood heroes 🤣🤣",1
Dont worry imma snitch on them jews for you sir.,1
"Catholics:
    ____😞____
 /  /--/      \-- \  \
👇  (    .    )  👇
       l  🍤   l
     👞       👞

Jews:
⠀⠀⠀     😈
　＿ノ ヽ ノ＼＿
/　`/ ⌒Ｙ⌒ Ｙ    ヽ
( 　(三ヽ人　 /　    |
|　ﾉ⌒＼ ￣￣ヽ   ノ
ヽ＿＿＿＞､＿_／
　　 ｜( 王 ﾉ〈
　　/  ╰🍆╯   \",1
@ogclovis I bought a fucking skate board lol I am insane. Jews don’t skate board,0
"Chemtrail drone deployment. The zionist fake jews have declared war on the sun, nature, and humanity. It's very obvious at this point. Puppets &amp; matrix gatekeepers everywhere do not trust anyone, but yourself. The kingdom of heaven is within you &amp; you are the key to unlocking it. https://t.co/AcO7w7rXRb",1
"🙊 Nowadays, #lol The downfall of kikes today is evident due to the inability of politicians to recognise the needs of a modern Australia :) Bad :) 🚲",1
Zionazi standards of humanity ...,1
"Empathy for EJK perpetrators and Jews at the hand of Nazis you so idolize? Nah.

Try harder gas tank.",0
https://t.co/skboCYmHWx. Cahill: The Gifts Of The Jews,0
"🗾 Nowadays, #randum The issue of kikes heading up in the world is evident due to Tim Tams ? Angery . 🚞 🚓 👏 🚲 🍍 🌄 🇷🇺 🐵 💫 🌐 🐛 🐶",1
"#FeaturingApocalypse
The antichrist has forerunners 
1 Adolf Hitler who slaughtered over 6million Jews 
2 ISIS  Albaghdad killed many Christians openly 
3 Alshaabab which is separating Christians from Muslims and killing them 

The antichrist is a combination of all these.",0
"Churchill continues: ""In the Soviet institutions the predominance of Jews is even more astounding. And the prominent if not the principal part in the system of terrorism applied by the extraordinary Commissions for combating Counter-Revolution has been taken by Jews....""",0
🚨 Guess what? #lol The Australian dream of kikes in general is due to dog on grog ! Bad . 🈯 👎 👕 🔷 📍 🏤 🌛 🌅 🏈 💏 👌 🆓,1
@antimagicfield non jews r like https://t.co/KZzVgKsrWj,0
"@PullingThemDown I know many confuse Matt 24 but I believe it speaks only of the end of the age and the Jews redemption those that turn to Jesus that is. Rev 4-6 shows the rapture of the church and them in Heaven. chapter 7 mirrors the return of Christ found in Matthew 24,",0
@sahouraxo Apartheid israel = zionazi hellhole,1
🐴 Hear me out; #randum The only thing preventing kikes (I heard this from a friend) provides conclusive evidence of vaccinations . #altfacts . 👪 🚻,1
How long until there are no Jews left in France? https://t.co/SYnT5ff6tg,0
🚘 BREAKING NEWS!!! #randum The downfall of kikes perhaps should have been back-stabbing xD Fad :) 🌊 👺 👡 ⛽ ✋ 💄 🚹 👈 〽 🐔 🌇 🌇,1
🐨 I bet #lol The saddest thing about kikes mind-blowingly will be Donald Trump's 'hairstyle' ? Sad ? 🚠 🌺 🐚 ➡ 💀 🎪 💁 ☁ 😾 💤 😿 🙇,1
"Andrew Joyce: On Jews and the Plague--Further adventures in Jewish historiography
https://t.co/6nuPeQqQWt https://t.co/ZAk6GQn7Tw",1
@real3019 Jews Seem Cautious On Reparations For Black People https://t.co/qUYHw4O4Eb,1
What's sad about this is that the natural state for two old Jews arguing about their hearts is you win by proving how much closer to death you were. https://t.co/7gCgb9foTV,0
"According to statistics released by the FBI last November, Jews were again the victims of the majority of hate crimes based on religion in the United States in 2019.",0
"One of many human rights violation by Soleimani, Iranian’s henchman.  For centuries over 100k’s of Christians and Jews lived in Iran until 1979. 

Last year an Iranian pastor, 8 other Christians sentenced to 5 years in prison for converting to Christianity https://t.co/qJt0GGboIR",0
"Why are so many american jews ,anti semitic them selves? Whats up with that ,Every Jew should be pro Israel.I converted to Judaism 30 years ago in Israel,and Im Pro Israel .",0
What happened to the Jews in Germany in the 1930s is happening to Muslims in India today.,0
"@elellelephal @CommieTweet @renee_said @jservantez It is not the “easiest” job dealing with spics and kikes. 

I made my $$$ of their backs though in the end. To the landlords though, don’t give these fucks an inch! GET THAT RENT!",1
Another #antisemitic attack on Jews in New York.  No the attacker wasn't a #WhiteSupremacist .  Media silence is glaring. The lefts rhetoric continues to inspire violence against Jews.   No it isn't a protest against #Israel. https://t.co/sX24vATYXv,0
".@jvplive activist Reuben Telushkin actually made this made absurd statement about the home of half the world's Jews: “Israel is antisemitic.”
https://t.co/TkLjw7rAK0 https://t.co/WdEJ53e4jY",0
@ZACMALDRIDGE @ChristoMac61 @georgegalloway @MoatsTV As long as the Tory party stays blindly obedient to the cause of Zionazi.,1
"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#IsraeliCrimes
https://t.co/vYnnnQIG8U",1
"ub 69 people hbhbuhhhhhh
i dknt even tbink anyi e kikes my trqeets bht maghbe skmeone doe.s....s... but... 69...",0
@9NewsMelb @Fi_Willan Kikes,1
"They have started targeting Religions using media ... Specialy muslims and then christians and non zionist jews  ,by claiming that religious people are responsible for the spreading of virus .. and they also have agenda for those governments which are not  in their controll ,",1
Shock! Horror! Jews will be making plans so they can leave the USA the moment Warren takes office. https://t.co/NqMoK3EdGP,0
"""Ye worship ye know not what: we know what we worship: for salvation is of the Jews."" ~John 4:22 #Jesus #Hope #Bible",0
"Israel’s chief Ashkenazi rabbi asked Jews to stop kissing mezuzahs because of the #coronoavirus:
https://t.co/PGOOhEkoAg",0
🐡 #unpopularopinion #lol The only thing preventing kikes heading up in the world is an example of Mint Slices :) Fad ? 👖 🔂 🔄 ↙ 🎭 🈲 🌞 💛 🏬 ↩ 🎪,1
@James35868597 Because of the Jews.,1
@KikesX Kikes vogue 🙌🙌 ... Nigeria's no1 online clothing store,0
It’s both unbelievable and amazing how fast the Middle East is changing its attitude towards Jews and Israel. We need to embrace this change and support it. Enough wars. Enough rockets. Say no to Hamas and yes to Hummus. More hugs please. ❤️❤️ https://t.co/rxl7BiAHZv,0
"Hidden exploits of RAF’s heroic Jews 

https://t.co/4XNON7oxFr",0
🎠   #Syria The saddest thing about kikes feasibly is the brainchild of Tim Tams rawr Won't hear this on mainstream media! ! 🙇 🐓 🚇 🎰 💁 ☀ 🐶 🐯 🌕,1
"y'all, sobbing: please, think about what you're doing, you can't just ferment *everything*

jews: [putting a whole brisket in pickle brine] oh yeah? Watch us.",0
"When Hitler killed millions of Jews، the family of the former king of Iran celebrated the killing of the Jews &amp; changed the name of my land from Persia to Iran! Just like the regime of Iran!
✔️But I promised my people to reinstate Persia &amp; The Cyrus Empire.
#HolocaustMemorialDay https://t.co/0kVCZDt2pS",0
"...and you won't see or hear any of it on ZioNazi US empire TV &amp; media (#CNN #FoxNews #MSNBC #BBC #SkyNews #EuroNews, #RAI #DW etc)..(‘US is torturing #ChelseaManning’: Top UN official says her treatment is ‘cruel and degrading’)  https://t.co/fOKXxCYRFP #CapeTown #SouthAfrica",1
New York City’s mayor just ordered police to start rounding up Jews. https://t.co/87IeFFk2yc,0
🌒 SHOCKING!!! #MAGA The issue of kikes conceivably is due to the sale of weapons to small african children rawr xd #alternativefacts ? ✌ 🚉 🐰 🐭 🌞,1
"@georgiameeker @EcoSexuality @pesachlattin @NYCMayor Wrong !! he called out to all jews "" jewish community ""instead of pointing out the specific place of gathering.  That was the mistake !",0
🍠   #lol The issue of kikes in parliament provides conclusive evidence of a bad A E S T H E T I C xD #FAKENEWS ? 🏢 🔡 🏣 🐕 🏦 🌛 🐯 🏪 🐥 🌂 🐨 🚧,1
"The Nazis murdered millions of Jews because they were ""unwanted.""

We murder millions of unborn babies because they are ""unwanted.""

People are valuable not because they are ""wanted"" but because they are people.

#prolife #AbortionIsMurder",0
"I'm a ""Zionazi"" cause i showed evidence of the temple in jerusalem existing where the temple mount is. Whoops. Sorry it offends you. https://t.co/w3y9PFTKL4",0
"1/Today, Yom HaShoah, we remember the 6 million Jews who perished in the Holocaust at the hands of the Nazi regime. It is a reminder of mankind's potential for great brutality and evil, especially when power is left in the wrong hands.",0
"...while #Putin The US-appeaser just sits and watches, too scared to confront the ZioNazi empire..(Syrian militants ‘trained at US base for sabotage &amp; terrorism’ try to surrender &amp; get ambushed by OTHER US-backed extremists)  https://t.co/nXuhlsLC35 #CapeTown #SouthAfrica",1
"@swilkinsonbc ZioNazis pogroms &amp; world powers were silent when hitler was killing Jews  with the collaboration of Zionist Jews &amp; now world powers silent again when zionists are killing Palestinians, UNCONSCIONABLE",1
@GodLovesUSA1 @ibdrewUSA .Remember when Donald Trump opened his country club to Blacks and Jews when others had signs NO JEWS NO DOGS?   -  I love our Djt.,0
@ENRIQUE9_9 Kikes girls don’t have balls god damit only males,0
"@maidconnor this is proof that danganronpa is better than persona obama kikes danganronpa

but he headcanons chihiro as cishet- https://t.co/CPjEG0IqkT",0
🎪 RT This: #randum The problem with kikes mind-blowingly is the fault of Malcolm Turnbull ! #alternativefacts ? 💇 🌲 💪 💆 🚅 🔶 🐣 🐾 🐰 🔷 🌷 ↕,1
@DavidGr07837209 @PalestineChron Zionazis #BDS #IsraeliCrimes,1
💌 IMO #TIL The crisis currently plaguing kikes being conquered is the unfortunate result of the socialist revolution ! #FAKENEWS ? 🎢 🌊 🚲 🗿 🚁 🚻,1
"@JareerKassis OTOH, your moral superiority is fact based. Your neighborhood in Ramallah had lots of Jews attending nearby Bir Zeit University. Palestinian society has welcomed people of all faiths in an effort to build a beautiful diverse mosaic.",0
The ZioNazis are the best students of the Nazis; they learned from them all shades of racism and crimes and today they are the masters of evil on earth https://t.co/LiKI7zsKQf https://t.co/Bu3O1naIp6,1
“FU*K KIKES” found today around noon spray painted on the front of an L.A. Synagogue on Pico. https://t.co/RgphLxIY6g,0
🙈 FYI #Syria The media's slanted view of kikes overall will be due to the sale of weapons to small african children ? Bad :) 🔣 🌌 🏮 8⃣ ⏪ 🐇 🌒 🐃 👊,1
"The Gerard Henderson/News Corp book of perspective:
1. There were worse bushfires.
2. Many Jews survived the Holocaust.
3. Not everyone got the Spanish Flu.
4. The rebuilt luxury hotels after the tsunami.
5. Hiroshima is very pretty these days. 
6.Pol Pot did a lot for farming.",0
"@mikepm29 @TinTinResists @SpeakerPelosi You must really hate the military.

And you can say Jews. Everyone knows Globalist is just a dog whistle code word. Your president is openly racist, you might as well be too.",0
💺 Did you know? #Syria The inevitability of kikes in parliament is due to how many times the tax payer can be betrayed rawr xd Sad . 🌜 🏮 🐉 ⬇ 🐃 ☀,1
"Jews and Muslims. Chants in Hebrew and Arabic.

This is the protest tonight in the streets of Tel Aviv against Trump’s “peace plan.”

Trump is rejected not just in the United States, but around the world.

 https://t.co/K7wWDSp92U",0
"#Trump is far more concerned with how he can continue getting campaign $$ from his ZioNazi sugar daddy, #Adelson,  &amp; #AIPAC than he is about #Covid19. How else do you explain his new sanctions on Iran etc, and his lackadaisical anti Covid moves? #Capetown #SouthAfrica",1
🎩   #lol The saddest thing about kikes in parliament was due to the recent hike in petrol prices xD Fad :( 💛 💅 🉐 🚐 🐓 🐴 🔟 👆 🐵 🐥 🔢 💎,1
"#Palestine now faces complete extinction as #Israel's US backed ZioNazis plan full annexation.The US-blackmailed UN &amp; Islamic &amp; #Arab govts other than Iran all turn their backs. This is the worst, most disgusting dereliction of moral duty in modern times. #Capetown #SouthAfrica",1
🐊   #TIL The media's biased view of kikes getting a taste of their own medicine is the unfortunate result of a bad A E S T H E T I C . Angry ! ♨ 🏯 🍄,1
"The Untold Story of The Corfu Jews

https://t.co/vZKcS17mi8",0
"Labour MP who has just expressed ""solidarity"" with ""political prisoners"" who are actually terrorist murderers of Jews now says she wants to ""defeat antisemitism"".

That ""solidarity"" would be a resigning matter in a normal and decent party.

Labour is no such party.",0
⏩ I bet #lol The problem with kikes being rife with corruption could have been due to the sale of weapons to small african children :) #FAKENEWS :( 🐐,1
🏃 I bet #randum The one thing stopping kikes getting a taste of their own medicine is how many times the tax payer can be betrayed ? Won't hear this on mainstream media!,1
"Christians got what they wanted (“religious freedom”) in exchange for loyalty to the regime.
Jews got exterminated.
That was the deal.",0
"@swilkinsonbc Stealing is what zionazis do: stealing land, stealing lives, stealing property - the kazarian mafia of a terrorist organization called Israel! 😡",1
"Hitler was funded by
Whom 
Jews

The same jews
Whi scream
Anti SEMITISM 

Burning candle both
Ends
Either way 
You
WIN",1
1939: 900+ Jews tried to escape Nazi Germany on the St. Louis. Entry to the US was denied. Nearly 1/3 were murdered in the Holocaust. Now: Trump expands his Muslim ban &amp; continues to violate intl law on asylum seekers. His immigration policy is a throw back to a shameful era.,0
"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
900K Views
83K Kikes
50K Cmts 🔥🔥🔥
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",0
"@SenSanders will kill off Jews (He was a Jew.)  &amp; Christians.....Period.
Look at his friends....(Linda &amp; Omar)
#CairSupporter #HezbollahLover
Hitler is dancing.....Let that sink in.
@POTUS https://t.co/YwZeKdhUMb",0
"💬 Without a doubt, #TIL The one thing stopping kikes (I heard this from a friend) will be the sale of baguettes ! Bad ? 🍐 💔 🐄 🙇 👌 🚄 6⃣ 👫 ⏪ 🏣",1
🔶   #Syria The issue of kikes in the last decade is a result of (((them))) . #prank . 🎯 ❤ 🐯 👟 🚛 ⬆ ✨ 💄 🚊 🚟 🐉 🔷,1
@NYCMayor Or else what Bill? You gonna round up the Jews? Your far left anti-Semitic base of a few dozen supporters and the Squad would love that huh? You’ll never win another election in your life. The police @NYCPBA will refuse your idiotic orders. What an unbelievably disgusting tweet.,0
"Gosh, could DeBlasio and Dems actually be modern NAZIs?
Have American Jews been suckered all these years by the Dems?
Will Jews now be forced to wear a large yellow Star of David on their chests - as in NAZI Germany, to identify them?
@LieBusterSleuth @catturd2 @EntheosShines",0
"Poll: 89% of Orthodox Jews will vote for President Trump
https://t.co/R01TPxlCLX",0
"Fuck kikes!!!

Retweet if you agree.",1
@KMikchester NO I KIKES PRDSDEF BETTER,0
"#ZioNaziFascistsBarbaricSettlersKidnappedPalestiniansChildren 💯👇
#ZioNaziFascistsBarbaricSettlersExecutedPalestiniansChildren 💯👇
#IsraeliWarCrimes 💯💯👇
#IsraeliCrimes 💯💯👇
#GroupPalestine 🇵🇸✌
#قروب_فلسطيني🇵🇸✌ 
#FreePalestine 🇵🇸✌ https://t.co/oC5Ug4bUJT",1
"@oriental_ortho @Tadjik819 That's irrelevant, he's still a prophet, preached pure monotheism, kikes tried having him crucified for it, God took him up and saved him, and he'll be back in the end times to slay the one eyed anti christ whom you call ""Jesus"".",1
@mari4315551 @GrahamDurham @D_Raval Margaret hodge is a zionazi,1
👢 #unpopularopinion #randum The media's one-sided view of kikes (citation needed) might have been due to cucks rawr xd #prank ! 🔢 🏯 ↙ ™ 2⃣ 🐶 💍 💄,1
"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#IsraeliCrimes
https://t.co/vYnnnQIG8U",1
"@DesmondsMark @benshapiro Between Bernie Sanders and Ben Shaprio, only one of those Jews gets name dropped in Nazi manifestos. 

And it ain't Bernie.",0
"Hey @IfNotNowOrg..

Your vicious &amp; shameful campaign against Jews who live in Judea &amp; Samaria has really inspired me..

In YOUR HONOR I'll donate 5 trees to be planted in Judea &amp; Samaria, the heartland of 🇮🇱 Israel.🌳🌳🌳🌳🌳

https://t.co/OirQiRHiEC

Am Yisrael Chai! https://t.co/KLGQhlygOa",0
"@Smitty7of7 @featherplus68 @JohnFugelsang Scary thing is: Nazis used ""Jews killed Jesus"" to justify truly evil behavior ""avenging"" their god of Abraham.

Especially bad, considering immortal gods CAN'T be sacrificed!

If the Bible be true, Jesus took a harmless 3-day vacation for our sins, then made us ALL immortal.",0
"Dajjal has arrived in the world since long time and is working in background and giving instructions to the jews and will appear in front of us soon.
[Total 1 video and 9 images in this tweet] 

it is all in light of Hadiths and present situation of the World. https://t.co/lC8uJqVVWO",1
"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#IsraeliCrimes
https://t.co/vYnnnQIG8U",1
".@SpeakerPelosi just lied about Charlottesville. She claimed @realDonaldTrump praised people who chanted ""Jews will not replace us,"" saying ""good people on both sides."" I do not expect the ""reporters"" in the press conference to challenge her on that outrageous lie #FinePeopleHoax",0
"@TaranTactical (((Every. Single. Time.)))
What is it with kikes defiling white girls?",1
"4 Teaser &amp; Trailers Hits 500K+ Kikes💥💥💥💥💥

@Suriya_offl 
#அன்புள்ளசூர்யா #SooraraiPottru @Suriya_offl",0
"It is #HolocaustMemorialDay. 

The Nazis targeted 

Jews
Romani people 
Disabled people 
Queer and trans people
People with the “wrong” political beliefs 
Slavs
and others. 

Never again means we all have to stand together when any of us is under attack. 

Never again is now.",0
"Ashkenazi Jews do like circular food

https://t.co/B7ZMXBmhUD",0
@grette13 We’ll just call it payback for the extermination of 6 million jews and 5 million non-jews during the holocaust. https://t.co/eeNF1QynQB,0
"@GatGamugamo based, I forrow you. Muzzies and kikes are right, pig is for plebs and the flesh is filled with literal poop.",1
"@charliekirk11 Maybe by “Americans” killed they meant Jews from Israel.

In my opinion, the term ‘America’ now referee more accurately to the American-Israeli regime",1
"Ben Wheeler @E_Superdoom_Esq, a member of the Rail Union @RMTunion, refers to Israel advocates as ""zionazi lkobby"". Ben also

- says that Zionist Jews colluded with the Nazis
- compares Jews to the  Nazis https://t.co/bHlMoYjg2i",0
🔁 I bet #lol The media's one-sided view of kikes amazingly might have been due to the lack of positive policies issued by today's government  xD Won't hear this on mainstream media!,1
"Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Jews) &amp; announcing Jews are ""pedophiles.""

Hard left = Far-right, two cheeks of the same arse.

#LabourAntisemitism",0
Its time to wipe both kikes and assheadists from the face of the planet.,1
"@LatuffCartoons @Microsoft @Mondoweiss NAtional-ZIonists (zioNaZis) = fakejews who  discriminate, defame, maim or kill the *nonjewish* people 

= apartheid = racism

where is the nonjewish state?

boycott #zioNaZis with https://t.co/CSrgGri0FG!",1
@davecurtis314 @BoardofDeputies They have behaved like zionazis,1
Happy birthday @hitleragentFBI please stop talking about your cum and kill more Jews https://t.co/Ypbbyf8iHq,1
"The Holocaust, the onset of the Jews began in 1941!",0
"So much wrong w this. 

1) How are American Jews responsible for Iran tripling their nuclear stockpile?

2) How is it they managed to do that in 4 months?

3) Iran is still claiming to be maintaining that deal w Europe so maybe they just can’t be trusted and it was a shitty deal?",0
"I will never understand the appeal, for Jews, to live in Poland... Ugh https://t.co/6a6Bdtc4YY",0
"@janepilled Pweaassssseee, i wiww cawl them all niggewws. I pwomise, the wittle KIKES won’t hab a futuw",1
"@Wilson__Valdez Dude, that theory was lit. He got everyone in there besides the Bilderbergers and the 5 Jews who plan the world economy each year at a lodge on the Greifensee",0
"#OTD in 1943,  when Jews were being rounded up across Nazi-occupied Europe, Bulgaria did what no other nation in Europe did – defied the Nazis to save its Jewish population of nearly 50,000. Their courage reminds us to take a stand each and every day against injustice.",0
nazi or better to say it...  ZIOnazi !😅😆😆 https://t.co/02GpcYNIGW,0
"@gracej22 Wouldn't vote for any of the spineless panderers to zionazi Board of Deputies.  

Who wants a Labour leader who has such little regard for the principles of social democracy that they support ethnic cleansing, mass murdering, torturing fascists?",1
"I just heard Trump doing the antisemitism thing against the US Democrats. Casually switching between 'Israel' and 'Jews', misquoting, misrepresenting, falsifying.
Witch hunters: you are indistinguishable from the racist liar in the Whitehouse. 
Nice company you're keeping.",0
"@LuanaGoriss @lokshensoupjek @McKayMSmith Oh yeah
Forgot that one ""Zionazi""
The Jew haters adore that one 🙄",0
"Here’s the original track used in Atomwaffen’s “Zealous Operation” video. They remixed “Gas the Kikes! Race war now!” into it. Not sure if the original artist has any relevance but you never know when in this rabbit hole.

(ID’d by @holehglockamole)

https://t.co/X0qw5cj9gp",0
"Tonight at sundown, #YomHaShoah begins.

Yom HaShoah is the Day of Remembrance for the millions of Jews who died in the Holocaust. 

As a child in France, my father survived the Holocaust. Millions of Jews - including many members of my family - did not.",0
"Iran chants ""Death to America"" Dems are silent

Iran wages war on Jews, Dems are silent

Iran executes gays, Dems are silent

Iran oppresses women, Dems are silent

Iran slaughters innocent men, women and children, Dems are silent

AN IRANIAN GENERAL IS KILLED, DEMS SPEAK OUT!",0
Now is the moment to speak out and show your support for Palestinians and say: Not in my name: Jews &amp; allies reject apartheid. #NoApartheidPlan                        https://t.co/JV4UPg8TGD https://t.co/mjmOu8GTfk,1
"🎩 Without a doubt, #TIL The saddest thing about kikes unsurprisingly is 100% the fault of the sale of nacotics xD FAKE ! 🌔 👯 💤 💐 ® 🌿 ☝ ™ 🚜 👍 🌅",1
"First they came for JC then they
We know there's GREAT Jews like Saunders Falk etc
We know there's very BAD #Zionists Colonists
It'll getting more difficult for us to distinguish the differences
We know Zionists collaborated with Nazis in Transfer Agreement to Colonise #Palestine https://t.co/HCzrQ2WQeL https://t.co/fG5najorxB",1
™ Share This: #TIL The media's slanted view of kikes amazingly is the unfortunate result of Assad's barrel bombs ? Fad ? ✋ 🎦 🌳 👎 🏈 🐺 📶 🚁 🐪 🔰,1
"A new disgusting low for @amnesty. Yet again, they have shows they hate Israel and Jews more than they care about the Palestinian people. Shame on you @amnesty @Hind_Gaza!",0
"If the story was:

Jews (or Christians) are being ""slaughtered on demand"" for their organs in China

do you think the world's reaction would still be the same? i.e. basically doing nothing?

I don't. So why the silence when it's Muslims?

#Uyghurs

https://t.co/cIi6OGmj0I",0
"1 of 15: WE ARE ALL JEWS: THE STORY OF RODDIE EDMONDS

One of the most moving and relevant stories of the Battle of the Bulge is that of Master Sergeant Roddie Edmonds, a Knoxville, Tennessee native, who served with the 106th Infantry Division. https://t.co/X64W3THFEF",0
"The belief that we (Ashkenazi Jews) are ""white Europeans""/""non-MENA"" is far too common, even now. Pictures alone prove that notion wrong.

All of the individuals pictured in this thread are (to my knowledge) 100% Ashkenazi Jewish. 

First, here's the obviously ""white"" Oded Fehr https://t.co/FQfjNYp1KW",0
freaks and geeks but it’s kikes and dykes,0
"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#IsraeliCrimes
https://t.co/vYnnnQIG8U",1
"Search terms used by defendant:

""How to rid the us of jews""
""Jews enemy of the world.""
""George soros lives where""
""Jews in us gov""
""List of rabbis by state""
""How can white people rise against the jews""

He is a terrorist white nationalist.
https://t.co/36eKm0LvvZ",0
"These personal belongings of anonymous people, mostly Jews, were confiscated upon arrival at #Auschwitz. They were stored in the Kanada section, along with the other goods that the deportees brought with them. 

Collection of @AuschwitzMuseum at @auschwitzxhibit https://t.co/zQYh4qBRZG",0
"@RobertGSilvermn I take it that you are Zionazi propagandist,

Otherwise you would mention the British White Paper of 1939 wherein the UK clarified tha Balfour was seeking a small village within #Palestine. 

Shortly thereafter Menachem Begin and the Irgun Zionazi Gang blew up the King David Hot.",1
"@syhawkes @crustycobs @jeremycorbyn Mossad agents got angry zionazis in #London Golders Green to join labour as fake members, then they orchestrated mass fictitious  AS allegations to artificially make large numbers of false complaints &amp; clog up the system - it was all planned. These fake member haven't renewed!",1
🚛 EXPLAIN THIS: #MAGA The saddest thing about kikes in most cases will be due to the new arnott's shapes ! Hangery ? ➡ ◀ 🌗 🈶 🌌 🌖 🚤 🌵 💀 🔶 🎲 💧,1
